url_length,https,dots,hyphen,at,digits,suspicious_words,ip_address,subdomains,path_length,query_length,special_chars,iframe,forms,label
149,1,4,8,1,15,4,1,2,32,20,5,3,1,1
60,1,5,5,1,5,3,0,4,66,31,5,5,8,1
54,1,3,0,0,2,1,0,1,1,7,1,1,0,0
178,1,7,4,0,9,3,1,4,32,7,7,4,7,1
44,1,1,0,0,3,1,0,1,8,5,1,1,1,0
21,1,2,1,0,3,0,0,1,11,1,1,1,0,0
15,1,3,1,0,3,0,0,1,17,5,1,1,2,0
161,0,9,8,2,12,8,1,2,39,20,4,6,7,1
90,1,6,6,0,14,2,0,5,51,33,8,3,5,1
42,1,2,0,0,0,1,0,1,10,4,2,0,1,0
173,1,4,6,0,9,8,0,3,38,11,11,4,4,1
50,0,8,2,1,15,5,0,3,66,30,15,1,8,1
96,1,8,8,2,13,6,1,3,12,59,4,1,5,1
105,1,9,5,1,14,6,1,2,65,48,15,5,7,1
111,0,10,6,2,12,6,1,3,54,45,13,2,2,1
168,0,9,6,2,3,4,1,6,10,9,8,6,7,1
40,1,3,1,0,3,1,0,2,1,5,0,0,1,0
135,1,4,2,1,6,4,1,2,24,32,6,3,2,1
128,1,10,7,1,14,5,1,2,25,58,11,2,1,1
89,0,7,8,0,15,6,0,4,53,5,8,2,6,1
113,0,7,8,2,8,6,1,3,40,53,5,5,5,1
51,1,1,1,0,2,0,0,1,9,10,1,0,1,0
17,1,3,0,0,1,0,0,2,14,10,1,1,0,0
19,1,1,1,0,2,0,0,1,1,6,2,1,0,0
84,1,4,1,0,14,3,0,5,28,29,4,3,8,1
152,0,7,3,0,5,6,1,2,44,55,10,1,3,1
57,0,7,3,1,11,7,1,6,28,32,6,5,2,1
22,1,3,0,0,0,0,0,2,5,9,1,0,0,0
145,1,10,6,1,3,7,1,5,62,15,4,2,4,1
39,1,2,0,0,3,1,0,1,8,7,3,0,0,0
52,1,3,0,0,2,1,0,1,14,2,1,1,2,0
59,1,1,1,0,2,1,0,1,20,5,1,1,0,0
53,1,3,0,0,2,0,0,1,2,7,2,1,2,0
45,1,3,1,0,0,1,0,2,0,0,0,1,2,0
49,1,2,1,0,3,0,0,1,1,9,3,1,0,0
36,1,2,0,0,3,1,0,1,12,9,1,1,1,0
29,1,2,0,0,1,0,0,1,1,0,0,1,1,0
19,1,2,1,0,1,1,0,1,18,2,0,0,2,0
133,0,7,7,0,11,4,0,3,60,42,14,5,4,1
45,1,2,0,0,2,0,0,1,13,8,1,0,1,0
79,0,10,1,1,2,4,0,6,70,58,3,6,8,1
106,0,9,2,2,14,4,0,4,68,38,3,4,4,1
33,1,1,0,0,2,1,0,1,0,7,1,1,1,0
32,1,1,0,0,0,1,0,1,10,8,0,1,0,0
30,1,1,0,0,1,0,0,2,0,2,3,0,1,0
96,0,7,2,2,14,6,1,5,79,24,10,4,5,1
59,1,3,0,0,1,1,0,1,20,10,0,1,0,0
61,1,9,1,0,12,5,1,2,51,8,11,2,2,1
120,1,7,4,0,4,7,0,6,67,6,7,6,1,1
50,1,2,1,0,3,0,0,2,4,4,1,1,0,0
71,0,3,3,1,8,6,1,6,21,7,15,5,6,1
17,1,2,1,0,3,0,0,2,9,3,0,0,2,0
49,1,2,1,0,3,0,0,2,16,3,3,1,0,0
171,0,3,2,0,11,4,0,5,73,49,7,5,8,1
28,1,3,0,0,1,0,0,2,20,8,1,0,2,0
38,1,3,0,0,2,1,0,2,10,9,1,1,1,0
51,1,2,1,0,0,0,0,1,15,0,3,1,2,0
172,0,6,2,2,13,5,1,5,57,37,11,2,2,1
55,1,2,0,0,2,0,0,1,19,10,0,1,1,0
40,1,2,1,0,1,1,0,1,18,3,1,1,2,0
50,1,1,0,0,2,1,0,1,14,2,3,0,0,0
51,1,2,0,0,2,0,0,1,8,0,2,1,0,0
38,1,3,1,0,3,1,0,1,14,2,0,0,1,0
60,1,2,0,0,1,1,0,1,17,4,1,0,2,0
61,0,3,1,1,11,3,1,6,37,23,9,6,1,1
95,0,5,5,1,6,4,1,5,24,37,4,5,2,1
125,1,8,8,2,11,7,1,5,61,6,15,4,1,1
159,0,6,6,0,6,8,1,2,51,11,5,5,8,1
96,0,10,6,1,12,7,0,5,71,48,5,1,6,1
45,1,1,0,0,0,1,0,2,8,5,3,1,0,0
87,1,6,5,1,8,8,1,4,39,57,10,6,4,1
36,1,3,1,0,2,1,0,2,12,0,2,0,0,0
159,1,10,3,2,9,3,1,4,74,33,10,1,3,1
134,1,10,1,2,8,7,1,4,55,35,7,5,3,1
43,1,2,0,0,0,0,0,2,8,9,1,0,2,0
16,1,1,0,0,2,1,0,1,20,7,1,0,2,0
35,1,3,0,0,0,0,0,2,18,2,1,0,2,0
18,1,2,1,0,0,0,0,1,11,1,2,1,1,0
74,1,4,3,0,12,6,0,6,63,52,12,1,1,1
75,1,9,2,1,2,2,1,4,61,29,14,4,5,1
25,1,2,0,0,3,0,0,1,0,0,3,0,0,0
51,1,2,0,0,1,0,0,2,16,4,0,1,1,0
132,0,3,4,2,15,5,0,5,34,55,5,2,1,1
23,1,2,1,0,2,0,0,2,10,10,3,1,2,0
52,1,1,1,0,3,0,0,1,15,2,3,1,2,0
58,1,1,0,0,2,1,0,2,9,8,0,0,0,0
35,1,2,0,0,0,1,0,2,10,2,3,0,2,0
48,1,3,0,0,1,1,0,2,2,0,1,0,0,0
21,1,2,1,0,3,1,0,2,5,7,2,0,0,0
53,1,3,1,0,1,0,0,2,2,8,1,1,2,0
36,1,3,1,0,1,0,0,2,19,1,0,0,0,0
56,1,1,1,0,1,0,0,1,19,6,2,1,1,0
47,1,2,1,0,0,0,0,2,16,3,3,1,2,0
57,1,7,2,1,14,5,1,2,50,20,8,2,5,1
20,1,1,1,0,3,0,0,2,12,3,3,0,0,0
26,1,2,0,0,1,1,0,1,16,4,2,0,1,0
32,1,1,0,0,1,1,0,1,16,1,0,0,2,0
34,1,3,0,0,1,1,0,2,7,9,3,1,1,0
54,0,3,7,1,6,5,1,5,71,40,9,1,2,1
25,1,2,0,0,3,0,0,1,8,5,1,1,0,0
89,0,8,6,1,8,3,0,6,68,49,3,2,6,1
106,0,5,7,1,11,5,1,6,52,52,10,1,6,1
54,1,2,0,0,3,0,0,1,12,5,2,0,0,0
33,1,3,1,0,3,1,0,2,11,2,2,0,0,0
48,1,1,0,0,2,0,0,1,1,6,1,1,1,0
52,1,2,1,0,0,1,0,1,6,6,3,0,1,0
54,1,1,0,0,3,1,0,2,1,1,2,1,1,0
128,0,10,5,1,10,8,0,6,50,9,11,2,3,1
161,1,5,7,0,9,6,1,5,19,39,7,5,8,1
24,1,2,1,0,2,1,0,1,12,4,3,0,1,0
64,1,7,1,0,14,3,1,3,53,39,12,1,7,1
54,1,2,1,0,1,1,0,1,13,7,0,1,2,0
85,1,7,2,0,2,8,0,4,30,14,14,5,7,1
154,1,5,5,1,9,3,1,3,64,55,13,4,7,1
22,1,2,0,0,3,1,0,1,6,0,1,0,2,0
59,1,1,0,0,1,0,0,2,2,5,1,1,0,0
22,1,2,0,0,1,0,0,2,16,10,3,1,1,0
133,0,8,7,1,6,7,1,2,74,52,9,4,4,1
55,1,2,1,0,1,0,0,1,15,10,3,1,0,0
98,0,7,6,2,7,6,1,2,46,28,8,5,3,1
111,0,3,7,2,10,2,1,5,13,37,4,3,2,1
60,0,10,7,0,6,3,0,6,55,34,15,4,7,1
37,1,2,1,0,1,1,0,1,7,4,0,0,2,0
46,1,2,1,0,3,0,0,2,3,3,2,1,0,0
24,1,1,1,0,2,0,0,1,16,4,2,0,0,0
85,1,9,2,2,8,7,1,3,11,38,6,6,1,1
143,1,10,8,1,6,6,1,4,11,31,11,6,7,1
26,1,1,0,0,0,0,0,2,1,6,2,1,0,0
130,0,7,7,0,10,5,0,5,33,53,15,6,2,1
106,0,9,7,2,3,8,1,5,25,38,7,6,6,1
36,1,2,0,0,2,0,0,1,7,10,2,0,1,0
127,0,6,3,2,8,2,0,6,61,20,10,3,6,1
41,1,2,1,0,3,1,0,2,3,3,0,1,0,0
55,1,2,0,0,1,1,0,2,7,2,0,0,0,0
39,1,3,0,0,2,1,0,2,11,3,0,1,2,0
47,1,2,1,0,1,1,0,1,6,5,2,1,2,0
121,1,4,8,1,11,6,0,5,53,54,10,3,3,1
33,1,1,1,0,1,1,0,1,4,0,1,1,1,0
40,1,3,1,0,1,0,0,2,1,0,2,0,2,0
85,0,9,3,0,8,4,1,3,18,52,15,5,4,1
28,1,3,0,0,1,1,0,2,1,1,0,0,0,0
35,1,1,0,0,1,1,0,1,19,9,1,0,1,0
27,1,2,1,0,3,1,0,1,10,2,2,0,2,0
89,1,8,7,1,2,2,1,2,54,12,4,1,3,1
162,1,4,6,0,13,7,0,4,33,35,8,2,4,1
180,1,4,5,2,12,2,0,3,71,35,3,1,8,1
152,0,9,6,2,11,8,1,2,12,19,3,3,5,1
16,1,2,1,0,1,1,0,1,20,10,2,0,2,0
17,1,2,1,0,0,0,0,2,20,5,1,1,0,0
61,0,3,6,2,8,8,1,3,15,51,8,6,7,1
25,1,1,0,0,3,1,0,2,17,3,2,1,2,0
103,0,3,1,2,15,7,0,2,35,45,8,2,7,1
51,1,3,1,0,3,1,0,2,15,9,3,1,0,0
41,1,1,0,0,1,1,0,1,7,1,3,1,2,0
25,1,3,1,0,0,0,0,1,19,3,0,1,1,0
91,0,6,7,2,15,5,1,5,68,49,15,1,7,1
103,1,4,6,2,8,7,0,4,61,57,9,6,8,1
32,1,2,0,0,3,1,0,1,13,5,3,0,1,0
142,1,6,8,1,4,6,1,2,74,48,15,2,2,1
141,0,10,4,0,5,4,0,3,29,9,9,5,5,1
20,1,2,1,0,0,0,0,1,13,8,0,0,1,0
146,1,9,5,0,4,8,0,3,65,12,3,4,5,1
33,1,3,1,0,2,0,0,1,14,1,2,0,2,0
165,0,5,4,1,2,2,1,4,61,36,6,2,8,1
165,1,6,6,0,5,8,0,2,20,10,4,3,6,1
73,0,6,7,1,13,4,0,3,75,59,8,1,6,1
89,1,4,7,0,14,3,0,2,18,7,4,2,3,1
49,1,2,0,0,0,0,0,2,7,2,2,1,1,0
60,1,1,1,0,3,0,0,1,3,2,3,1,2,0
20,1,2,1,0,3,1,0,1,2,4,0,0,1,0
115,1,4,3,0,5,2,1,6,77,48,13,3,7,1
33,1,1,1,0,3,1,0,2,12,9,2,0,1,0
52,1,9,1,2,3,5,0,3,41,45,14,6,1,1
50,0,5,8,2,6,6,1,5,41,20,5,6,8,1
75,0,7,6,2,4,5,1,3,38,5,4,1,4,1
111,0,5,3,2,9,2,0,5,76,57,13,4,8,1
140,0,10,2,1,9,8,1,3,41,45,12,3,5,1
24,1,1,1,0,3,0,0,2,12,1,2,1,1,0
15,1,1,1,0,3,0,0,2,20,6,1,1,1,0
172,1,8,3,1,2,8,1,4,58,9,12,2,6,1
47,1,3,1,0,1,0,0,2,3,10,1,0,1,0
57,1,1,1,0,2,1,0,2,15,1,3,1,2,0
58,1,2,0,0,0,0,0,1,11,6,1,1,0,0
148,0,4,4,2,13,6,1,5,57,8,12,3,2,1
94,1,8,8,2,11,6,1,5,21,5,7,4,4,1
86,1,8,8,1,14,8,0,6,15,34,3,3,2,1
37,1,2,1,0,3,0,0,2,13,3,1,1,2,0
43,1,3,0,0,0,0,0,1,7,9,2,0,1,0
56,1,1,0,0,3,0,0,2,14,5,2,0,1,0
15,1,3,0,0,0,0,0,2,8,6,3,0,0,0
35,1,2,1,0,1,0,0,1,13,8,2,1,1,0
48,1,1,0,0,1,1,0,1,4,9,3,1,2,0
161,1,7,1,2,10,8,0,6,69,14,8,1,5,1
143,0,7,4,2,3,5,1,3,21,15,9,3,6,1
46,1,2,0,0,0,1,0,1,13,3,0,0,1,0
44,1,1,0,0,1,0,0,2,17,10,1,1,0,0
154,1,5,2,1,7,5,0,4,69,51,7,2,2,1
40,1,3,1,0,0,1,0,1,0,4,0,0,1,0
174,1,7,7,0,9,7,1,3,66,53,4,6,6,1
31,1,2,1,0,3,1,0,2,4,4,1,0,1,0
33,1,3,0,0,3,1,0,1,10,9,2,0,0,0
49,1,1,0,0,2,0,0,1,9,3,1,0,0,0
59,1,3,0,0,0,0,0,2,12,5,2,1,2,0
42,1,1,1,0,2,0,0,1,7,4,0,1,0,0
21,1,2,1,0,2,1,0,2,9,0,0,0,2,0
49,1,3,1,0,2,1,0,2,5,0,1,1,0,0
57,1,10,6,2,4,2,0,5,60,26,3,6,3,1
22,1,1,0,0,0,1,0,1,1,4,3,0,1,0
102,1,7,8,1,9,7,1,4,42,50,9,2,7,1
176,0,10,2,2,12,4,0,4,28,24,8,2,8,1
97,0,9,7,0,14,6,1,5,12,46,7,6,8,1
117,1,5,4,1,4,6,1,6,75,30,12,1,8,1
123,1,10,3,2,14,4,1,4,58,24,9,1,4,1
119,1,3,2,2,5,2,1,5,37,29,11,4,3,1
27,1,1,0,0,0,1,0,2,15,4,3,0,1,0
34,1,3,1,0,2,0,0,2,7,6,2,1,0,0
166,0,3,2,2,7,4,0,5,34,59,4,5,6,1
39,1,2,1,0,3,1,0,2,3,8,0,0,2,0
149,1,9,7,1,15,5,1,4,51,45,5,3,7,1
110,1,6,6,2,9,6,1,3,41,12,14,2,2,1
47,1,2,1,0,2,1,0,1,8,3,0,0,1,0
45,1,1,1,0,2,1,0,2,14,0,1,0,2,0
44,1,3,1,0,2,0,0,2,18,10,2,1,1,0
179,1,5,6,2,13,3,0,4,19,52,15,3,5,1
30,1,3,1,0,0,1,0,1,17,10,1,1,1,0
21,1,2,1,0,1,1,0,1,10,3,3,0,0,0
37,1,1,1,0,2,0,0,1,4,2,3,0,2,0
35,1,1,1,0,1,0,0,2,8,10,0,0,2,0
41,1,2,0,0,3,1,0,1,14,5,0,0,1,0
27,1,1,0,0,0,1,0,1,11,5,2,1,2,0
139,0,4,2,0,15,5,1,5,71,54,9,2,6,1
71,1,6,8,2,2,8,0,5,30,56,3,2,4,1
125,0,3,5,2,3,2,0,2,61,24,9,5,7,1
43,1,3,0,0,1,0,0,2,6,10,1,1,0,0
149,0,8,2,0,6,2,0,5,60,55,3,4,6,1
29,1,1,0,0,0,0,0,2,9,8,3,0,0,0
125,0,4,2,1,12,4,1,4,33,39,7,2,1,1
71,0,6,3,1,15,8,1,3,73,21,6,4,6,1
90,0,8,8,0,10,8,1,3,71,35,11,3,8,1
123,0,9,5,2,14,7,0,2,28,58,5,3,6,1
54,1,3,1,0,2,1,0,2,19,2,0,1,0,0
62,0,10,2,0,8,7,0,3,22,29,5,4,8,1
108,0,4,2,1,5,2,1,6,70,18,14,5,8,1
46,1,1,1,0,3,1,0,1,8,0,1,0,1,0
52,1,3,0,0,0,0,0,1,2,1,0,0,2,0
67,0,10,5,2,5,5,1,4,63,34,3,4,2,1
53,0,4,6,1,3,6,1,2,40,35,6,6,5,1
16,1,3,0,0,2,0,0,1,19,3,1,1,2,0
63,0,10,6,1,12,3,0,4,31,19,12,4,3,1
49,1,2,1,0,3,0,0,2,7,8,2,0,1,0
42,1,3,1,0,0,1,0,1,13,10,2,1,1,0
30,1,2,0,0,1,1,0,1,18,10,0,0,2,0
158,0,10,8,2,15,6,0,4,38,5,4,3,7,1
93,1,10,7,2,2,8,0,2,18,44,13,6,5,1
136,0,6,2,1,3,2,1,6,64,29,7,4,7,1
175,0,10,4,2,2,2,1,6,68,31,3,6,2,1
91,1,10,7,2,12,7,0,5,10,15,10,2,7,1
171,0,4,5,1,12,8,1,6,45,25,12,1,1,1
121,0,6,2,0,11,2,0,3,44,7,6,5,1,1
38,1,2,0,0,0,0,0,1,7,6,0,0,2,0
128,0,4,4,1,8,4,0,6,39,52,9,5,3,1
117,1,8,7,1,11,2,0,5,42,18,15,4,8,1
60,0,9,1,1,3,7,1,3,41,55,4,5,5,1
79,1,9,6,1,6,3,0,2,71,43,3,3,6,1
82,0,10,8,0,5,5,0,6,45,19,12,5,2,1
48,1,1,1,0,1,1,0,1,14,2,3,0,1,0
119,1,7,8,1,10,5,1,4,69,46,15,4,6,1
50,1,1,0,0,2,1,0,1,1,10,0,1,0,0
60,1,10,4,2,9,2,0,6,61,39,10,4,7,1
72,0,7,6,2,15,8,0,4,75,19,5,3,2,1
54,0,9,6,2,12,3,1,4,52,42,6,2,2,1
37,1,3,1,0,1,1,0,2,3,8,3,1,0,0
49,1,3,0,0,2,1,0,2,4,7,1,1,0,0
17,1,3,0,0,2,1,0,1,1,9,2,1,1,0
38,1,1,1,0,3,1,0,1,18,5,2,1,2,0
155,1,7,3,2,9,5,0,2,41,8,11,4,4,1
146,0,6,4,0,15,4,0,3,59,10,15,3,7,1
48,1,2,1,0,1,0,0,1,1,0,2,0,1,0
26,1,2,1,0,0,0,0,1,16,1,0,1,1,0
174,0,10,7,1,11,7,0,2,65,47,5,4,5,1
108,0,9,4,2,4,8,0,5,66,5,9,4,2,1
54,1,2,1,0,1,0,0,1,16,2,0,1,2,0
47,1,3,0,0,0,0,0,1,16,9,3,0,1,0
49,1,1,1,0,2,0,0,2,18,0,1,0,2,0
52,1,1,1,0,2,1,0,1,1,4,3,1,0,0
125,1,10,5,2,7,5,1,5,17,57,6,2,2,1
58,1,1,1,0,3,1,0,2,11,7,3,0,1,0
105,1,6,4,0,8,6,1,6,54,25,14,4,2,1
22,1,2,1,0,0,1,0,1,10,1,0,1,0,0
41,1,2,1,0,0,1,0,2,16,7,3,1,0,0
15,1,1,1,0,2,1,0,2,11,0,3,0,2,0
19,1,2,1,0,3,1,0,1,8,1,3,0,1,0
20,1,1,0,0,0,1,0,2,6,9,1,0,2,0
143,1,4,4,1,10,3,0,3,14,5,5,4,5,1
134,0,8,3,2,7,7,0,3,11,32,9,6,2,1
25,1,3,1,0,0,1,0,2,16,3,3,0,2,0
45,1,2,1,0,2,0,0,1,7,1,0,0,0,0
140,1,7,7,1,10,8,0,6,33,60,11,1,2,1
145,1,10,8,2,9,2,0,5,45,8,12,6,6,1
77,0,4,5,1,4,7,0,3,23,25,12,5,5,1
85,1,9,8,1,10,2,1,2,39,54,11,1,3,1
81,0,8,7,2,10,2,0,4,18,43,3,4,5,1
33,1,1,1,0,1,1,0,2,16,0,1,1,2,0
43,1,3,0,0,1,0,0,2,18,8,3,1,2,0
20,1,3,1,0,3,0,0,2,11,8,0,1,2,0
49,1,1,1,0,3,1,0,2,0,3,2,0,2,0
79,1,5,2,1,5,4,0,6,57,37,5,1,6,1
172,1,6,1,0,9,4,0,6,31,20,10,1,2,1
119,1,4,6,1,9,2,0,5,79,17,10,4,8,1
176,1,6,3,0,2,4,0,2,32,39,13,6,6,1
180,1,10,5,2,4,4,1,4,21,50,4,4,1,1
40,1,3,1,0,1,0,0,1,16,1,2,0,2,0
23,1,1,1,0,1,0,0,2,7,0,0,1,0,0
119,1,3,6,2,14,5,1,6,66,56,9,3,8,1
50,0,9,3,2,6,6,1,2,54,59,11,4,8,1
56,1,6,5,1,3,7,0,2,52,48,13,1,6,1
96,0,4,2,1,3,7,0,5,54,40,3,3,4,1
112,0,9,8,0,6,4,1,4,61,44,14,3,7,1
18,1,2,1,0,3,1,0,2,3,9,1,1,1,0
40,1,1,0,0,3,0,0,2,3,2,1,1,2,0
122,1,6,5,0,9,8,0,3,53,7,5,4,3,1
20,1,3,1,0,1,1,0,1,15,5,0,1,1,0
26,1,3,0,0,0,0,0,1,10,6,2,0,2,0
137,1,8,1,1,12,2,0,6,70,58,5,1,4,1
119,0,7,8,1,3,8,1,3,14,12,5,5,4,1
48,1,1,0,0,3,1,0,1,14,2,2,1,0,0
77,0,7,5,2,11,3,0,3,24,43,3,2,3,1
117,0,7,7,1,14,8,0,2,77,33,8,2,4,1
49,1,3,1,0,0,0,0,1,1,3,3,1,1,0
103,1,4,3,2,11,8,0,3,35,28,13,5,7,1
34,1,2,0,0,3,0,0,2,17,4,2,0,0,0
24,1,3,1,0,3,1,0,1,15,4,3,1,0,0
55,1,2,0,0,0,1,0,1,9,3,2,0,0,0
97,0,5,3,2,7,7,0,6,25,59,6,2,8,1
76,1,5,2,1,13,5,0,6,79,24,3,1,4,1
32,1,3,0,0,0,1,0,1,0,2,3,1,0,0
60,1,3,1,0,2,1,0,2,3,5,0,0,0,0
46,1,3,0,0,3,0,0,2,10,10,0,1,1,0
158,0,10,5,2,5,2,0,3,66,60,7,1,4,1
64,1,7,3,2,6,6,0,2,21,46,5,4,8,1
142,0,8,4,2,11,2,0,5,77,18,11,3,1,1
128,0,4,2,1,3,7,0,4,79,41,6,2,6,1
20,1,2,1,0,1,1,0,2,15,1,2,0,1,0
59,1,3,0,0,1,0,0,2,12,0,0,0,0,0
32,1,3,1,0,3,1,0,1,0,0,0,0,0,0
25,1,2,1,0,2,1,0,1,5,0,3,1,0,0
60,1,1,0,0,2,0,0,2,11,4,3,0,0,0
34,1,3,0,0,0,0,0,2,7,4,3,1,0,0
138,0,5,5,2,5,5,0,5,39,50,14,3,2,1
55,1,1,1,0,0,0,0,1,14,8,1,1,1,0
47,1,2,0,0,2,1,0,2,10,4,3,1,2,0
101,1,9,1,1,10,8,1,5,24,9,5,6,1,1
143,0,9,6,0,6,7,1,6,10,49,11,2,8,1
38,1,2,1,0,3,1,0,1,4,1,0,1,2,0
135,0,8,4,2,8,8,0,4,17,7,3,2,1,1
145,0,7,6,2,3,3,1,6,18,33,5,4,4,1
79,1,10,8,1,3,4,1,3,26,29,7,3,2,1
36,1,1,1,0,3,0,0,1,1,3,1,0,1,0
151,1,5,5,0,3,3,0,5,31,31,8,2,5,1
52,1,1,1,0,1,1,0,1,10,8,3,0,0,0
142,1,3,3,1,12,7,1,5,59,57,4,2,4,1
45,1,2,1,0,3,0,0,1,5,5,2,1,1,0
51,1,5,8,0,2,3,1,5,57,15,9,6,1,1
56,1,9,3,2,13,7,0,5,43,5,13,5,1,1
102,0,7,2,0,10,4,1,3,67,30,10,4,4,1
33,1,2,0,0,0,0,0,1,20,7,3,1,2,0
166,0,8,5,1,9,5,1,3,18,37,11,4,6,1
62,0,5,8,0,12,4,0,2,80,9,8,1,8,1
176,1,8,4,2,4,7,1,3,13,51,8,6,7,1
128,1,9,3,2,9,6,1,2,71,8,8,5,4,1
18,1,1,0,0,3,0,0,2,8,1,3,0,0,0
43,1,2,0,0,0,1,0,1,4,1,0,1,0,0
97,1,3,6,2,3,5,0,4,75,35,10,4,1,1
24,1,1,0,0,0,0,0,2,3,5,1,0,1,0
59,1,2,0,0,0,0,0,2,10,5,2,0,2,0
57,1,2,0,0,3,1,0,1,17,8,1,0,0,0
55,1,3,1,0,1,0,0,2,14,3,2,1,2,0
41,1,2,0,0,3,1,0,2,15,9,2,1,2,0
164,1,8,3,0,9,6,1,3,32,48,7,4,6,1
28,1,3,0,0,0,0,0,2,5,8,3,0,1,0
44,1,1,1,0,3,1,0,1,16,2,2,1,0,0
54,1,1,0,0,1,0,0,1,11,0,1,0,0,0
42,1,3,1,0,2,0,0,1,7,7,0,1,2,0
82,0,10,3,1,2,6,0,4,52,45,8,2,5,1
17,1,1,0,0,2,0,0,1,0,6,3,1,0,0
39,1,2,1,0,2,1,0,1,14,7,2,1,2,0
28,1,1,0,0,3,1,0,1,1,10,2,1,1,0
21,1,3,0,0,1,0,0,1,4,6,1,1,1,0
159,0,4,2,1,6,2,0,4,10,53,15,6,8,1
129,0,8,6,0,11,2,1,6,64,58,6,4,6,1
56,1,2,1,0,1,1,0,1,11,8,1,0,2,0
43,1,3,0,0,2,0,0,1,5,3,1,0,1,0
139,0,3,8,0,4,6,1,4,12,42,12,2,4,1
32,1,3,1,0,1,0,0,2,4,9,0,1,0,0
106,1,3,3,1,4,4,1,5,12,39,14,6,2,1
158,0,9,6,0,9,5,1,6,35,11,6,2,5,1
101,0,8,7,1,3,7,1,3,28,49,9,2,1,1
123,1,10,4,2,11,8,1,6,77,56,8,5,6,1
32,1,3,0,0,3,0,0,2,16,3,0,0,1,0
111,1,4,7,2,9,3,0,2,28,32,5,2,7,1
87,1,3,8,0,11,3,0,6,16,25,7,6,8,1
18,1,2,1,0,1,1,0,1,1,10,1,1,2,0
67,1,5,6,2,13,6,1,5,68,36,3,6,4,1
23,1,3,1,0,3,0,0,2,7,8,3,1,0,0
129,1,3,4,1,4,4,1,3,53,46,14,6,6,1
71,1,8,1,1,13,5,1,5,73,52,11,6,4,1
180,1,9,5,0,6,5,1,6,19,59,11,4,1,1
24,1,2,1,0,2,0,0,2,1,7,2,0,1,0
48,1,2,1,0,1,1,0,1,0,5,2,0,0,0
34,1,1,0,0,3,1,0,1,8,9,1,1,2,0
105,1,4,2,2,3,8,1,2,39,51,9,5,6,1
80,0,3,1,2,12,4,0,3,50,46,4,2,2,1
25,1,2,0,0,1,0,0,1,16,0,0,1,1,0
59,1,3,1,0,0,1,0,2,14,10,1,0,1,0
85,0,4,2,0,14,4,0,3,80,22,3,5,4,1
16,1,1,0,0,2,1,0,1,5,2,0,1,1,0
25,1,3,0,0,2,0,0,2,14,0,1,1,0,0
134,1,10,1,1,14,5,0,6,62,59,6,4,6,1
78,1,5,6,0,14,8,1,5,30,50,11,5,8,1
28,1,2,0,0,0,0,0,2,0,4,0,1,2,0
41,1,1,0,0,1,1,0,2,18,3,2,0,2,0
29,1,1,0,0,1,0,0,1,2,8,2,1,2,0
57,1,2,1,0,1,1,0,2,17,3,2,0,1,0
25,1,3,0,0,1,0,0,1,10,6,0,0,0,0
142,1,10,6,2,11,5,0,5,41,28,9,1,7,1
109,1,4,2,2,10,7,0,2,31,35,7,4,8,1
20,1,3,1,0,2,1,0,2,10,6,3,1,2,0
60,1,5,7,0,8,6,1,4,56,27,6,1,3,1
31,1,2,0,0,2,0,0,2,13,4,1,1,2,0
50,1,1,1,0,1,0,0,2,15,0,2,1,0,0
50,1,1,0,0,0,1,0,1,20,4,3,1,0,0
78,0,9,4,2,14,8,0,5,42,25,8,5,3,1
29,1,1,1,0,3,0,0,1,17,7,0,1,2,0
20,1,2,0,0,0,0,0,2,7,7,1,1,2,0
23,1,1,1,0,1,1,0,2,5,10,0,0,2,0
74,0,7,4,1,11,7,1,5,12,46,14,3,6,1
49,1,2,1,0,3,0,0,2,17,8,3,0,0,0
95,0,9,3,0,2,3,0,3,24,30,9,2,8,1
27,1,1,0,0,0,0,0,1,6,3,1,1,2,0
45,1,3,1,0,2,1,0,2,6,6,3,1,0,0
51,1,2,0,0,2,1,0,1,3,9,2,1,2,0
56,1,2,1,0,1,1,0,2,0,10,3,0,1,0
42,1,2,1,0,0,0,0,1,20,4,1,1,0,0
41,1,1,0,0,0,0,0,2,15,3,0,1,0,0
58,1,1,1,0,3,1,0,2,13,2,3,1,1,0
58,0,4,6,2,10,3,1,3,80,56,15,4,5,1
128,1,7,1,1,13,8,0,2,50,30,5,5,5,1
45,1,1,1,0,0,0,0,2,1,2,3,0,1,0
53,1,3,1,0,3,1,0,1,10,2,1,0,2,0
53,1,7,4,1,15,4,0,6,54,53,4,4,1,1
155,0,8,8,0,7,6,0,4,72,32,4,3,4,1
56,1,2,0,0,3,0,0,2,19,1,2,1,1,0
26,1,3,1,0,1,1,0,2,17,7,0,0,0,0
64,1,5,5,1,8,4,0,4,65,14,4,1,7,1
136,0,8,2,2,7,3,0,2,26,51,14,5,1,1
146,1,7,6,1,7,6,1,5,62,56,10,3,3,1
36,1,1,0,0,0,0,0,1,16,8,1,1,1,0
28,1,3,1,0,1,1,0,2,3,10,2,1,2,0
53,1,9,2,1,6,8,0,2,63,26,6,2,1,1
68,1,10,3,0,4,7,0,5,20,14,4,2,1,1
154,0,7,5,0,8,5,1,3,65,51,11,1,8,1
142,1,7,4,2,9,3,1,5,27,16,3,5,7,1
45,1,1,1,0,2,0,0,1,20,3,3,1,1,0
51,1,3,1,0,3,0,0,1,15,2,2,1,2,0
